Author,Year,Title,Journal Name,Volume,Issue,Pages,Abstract,categories
"Stepien, C. A., A. E. Elz, M. R. Snyder, Genetics, and G. Genomics",2018,"Invasion genetics of the silver carp (Hypophthalmichthys molitrix) across north america: Differentiation of fronts, introgression, and edna detection",bioRxiv,,,,"The invasive silver carp Hypophthalmichthys molitrix escaped from southern U.S. aquaculture during the 1970s to spread throughout the Mississippi River basin and steadily moved northward, now reaching the threshold of the Laurentian Great Lakes. The silver carp is native to eastern Asia and is a large, prolific filter-feeder that decreases food availability for fisheries. The present study evaluates its population genetic variability and differentiation across the introduced range using 10 nuclear DNA microsatellite loci, sequences of two mitochondrial genes (cytochrome b and cytochrome c oxidase subunit 1), and a nuclear gene (ribosomal protein S7 gene intron 1). Populations are analyzed from two invasion fronts threatening the Great Lakes (the Illinois River outside Lake Michigan and the Wabash River, leading into the Maumee River and western Lake Erie), established areas in the southern and central Mississippi River, and a later Missouri River colonization. Results discern considerable genetic diversity and some significant population differentiation, with greater mtDNA haplotype diversity and unique microsatellite alleles characterizing the southern populations. Invasion fronts significantly differ, diverging from the southern Mississippi River population. About 3% of individuals contain a unique and very divergent mtDNA haplotype (primarily the southerly populations and the Wabash River), which may stem from historic introgression in Asia with female largescale silver carp H. harmandi. Nuclear microsatellites and S7 sequences of the introgressed individuals do not significantly differ from silver carp. MtDNA variation is used in a high-throughput sequence assay that identifies and distinguishes invasive carp species and their population haplotypes (including H. molitrix and H. harmandi) at all life stages, in application to environmental (e)DNA water and plankton samples. We discerned silver and bighead carp eDNA from four bait and pond stores in the Great Lakes watershed, indicating that release from retailers comprises another likely vector. Our findings provide key baseline population genetic data for understanding and tracing the invasions progression, facilitating detection, and evaluating future trajectory and adaptive success.",no
"Su, C. Q., W. J. Hu, Z. J. Hu, Z. Zhang, O. Wedchaparn, L. J. Zhao, and Q. G. Liu",2020,Comparison of high-throughput sequencing analysis of gut contents between silver carphypophthalmichthys molitrixand bighead carphypophthalmichthys nobilisin mesotrophic and eutrophic lakes,Marine and Freshwater Research,71,7,761-770,"High-throughput sequencing analysis of gut contents was used to study the feeding habits of two filter-feeding fish, namely silver carpHypophthalmichthys molitrixand bighead carpHypophthalmichthys nobilis, in mesotrophic Lake Qiandao and eutrophic Lake Taihu. Silver carp feed primarily on phytoplankton, with a feeding preference for Chlorophyta, in Lake Qiandao and rely on phytoplankton in Lake Taihu. Bighead carp feed more on zooplankton in Lake Qiandao and on phytoplankton in Lake Taihu. With increasing levels of algae, bighead carp feed more on phytoplankton. The dietary shifts suggest that bighead carp would be useful in controlling nuisance algae in lakes.",no
"Su, H., J. Pan, Y. Feng, J. Yu, J. Liu, L. Wang, Y. Li, J. Chen, Z. Wu, S. Ma, J. Fang, and P. Xie",2021,Stocking alien carp leads to regime shifts in native fish populations: Evidence from long-term observation and ecological modeling of a chinese reservoir,Ecological Indicators,132,,108327,"Alien species invasions are considered to be one of the multiple key drivers that trigger ecological regime shifts in ecosystem structure and function. Predicting population collapse and understanding the self-reinforced feedback mechanisms that erode the resilience of native species are two major challenges in invasion ecology. However, to date, empirical evidence of species invasion-induced regime shifts remains scarce, and the minimum required data to generate early warning signals (EWSs) before critical transitions remains unclear, despite its importance for ecosystem management. By combining 80-year (i.e., 1936–2016) fishery data from Lake Qiandao and a theoretical competition model, we provide evidence that relative to nutrient enrichment and climate change, stocking alien fish species of silver carp (Hypophthalmichthys molitrix) and bighead carp (Aristichthys nobtilis) is the most important driver leading to the collapse of local fish populations. Detectable EWSs indicated by the variance, autocorrelation and composite resilience indicators require at least ten years of data before an abrupt decline, demonstrating that a long-term ecological monitoring program is necessary for providing insight into resilience dynamics. A structural equation model (SEM) suggests that the combined effects of eutrophication, high water levels and carp stocking-induced water clarity decline may play an important role in the reduced fitness of local fish populations, which subsequently increase the carrying capacity of alien fish populations. Our results demonstrate that stocking alien carps result in competitive exclusion of local fish populations, especially in the current context of water eutrophication and global climate changes. Furthermore, quantifying the minimum required time series length with detectable EWS across various ecosystems should be further studied given that this information is critical for flexible management policies to take actions to avert the harmful transitions.",no
"Sudhan, C., D. S. Kingston, P. Jawahar, and S. Aanand",2017,An account on ichthyofaunal diversity and aquaculture fish production in reservoirs of india,Journal of Aquaculture in the Tropics,32,3/4,261-292,"The inland fisheries resources of India are vast and comprise of river systems with tributaries and distributaries, network of canals crisscrossing the country, scores of natural lakes, reservoirs, estuaries and lagoons. Reservoirs are classified as small (<1000 ha), medium (1000 to 5000 ha) and large (>5000 ha). Small reservoirs are prime resources for capture fisheries and being used for extensive aquaculture. Biodiversity would apparently seem to be most unambiguous and easily studied of ecological concepts. Biodiversity refers to the variety and variability among organisms and ecosystem complexes in which they occur. It includes diversity of forms right from the molecular unit to the individual organisms and then to the populations, communities, ecosystem, landscapes and biosphere. The ichthyofaunal studies concentrates primarily on fish diversity and related indices. The main problem in developing the fisheries of reservoirs has been, inadequate stocking of advanced fingerlings, stocking of small sized fingerlings, skewed proportion of stocked fingerlings and inappropriate release of fingerlings at a specific place and time. Tilapia, African catfish and Red bellied fish (Pacchu / Pagu) has become a dominant species with landings comprising small-sized fishes in many of the small and big reservoirs. The love among the people for the exotics has found another niche and reservoirs are being stocked with silver carp, grass carp and common carp to the detriment of indigenous fauna. It is time that fast growing local species with a consumer preference and high economic value are stocked with efforts to produce their seed close to the reservoir concerned. Owing to these variables, the present review work has been planned with ichthyofaunal studies and outlined on fish diversity, aquaculture fish production, native fish fauna identification, breeding and development of seed production techniques, threats and conservation of reservoir fisheries. Based on the literature review made, the conservation strategies were suggested for the effective management and conservation actions concerning to Indian reservoirs.",no
"Szabo, T., B. Urbanyi, T. Muller, R. Szabo, and L. Horvath",2019,Assessment of induced breeding of major chinese carps at a large-scale hatchery in hungary,Aquaculture Reports,14,,,"Chinese carps, namely silver carp (Hypophthalmichthys molitrix), bighead carp (Aristichthys nobilis) and grass carp (Ctenopharyngodon idella) have the largest annual production in freshwater aquaculture globally. Induced breeding of these species enlarged the geographical range for their culture as well as permitted more reliable seed supply. For the assessment of efficiency, long-term data from 18 spawning seasons on induced breeding of Chinese carps at a large-scale hatchery were evaluated. Assessment of ovulation was carried out by determining the ovulation ratio (number of ovulated females / number of injected females) x 100. The relative amount of stripped eggs (pseudo-gonadosomatic index, PGSI) was calculated as follows: (weight of stripped egg mass / body weight before stripping) x 100. We also analyzed the ovulation ratio and the PGSI relative to three different weight classes of females (small, medium and large). Over the 18 spawning seasons, 555 silver carp, 300 bighead carp and 1175 grass carp females were selected for propagation. Almost 80% of silver carp females selected belonged to categories between 4 and 7 kg. For grass carp and especially for bighead carp, breeders preferred higher weight categories. Ovulation ratios were similar between silver carp (80.9%), bighead carp (77.3%) and grass carp (79.1%). Mean PGSI for grass carp (9.3 +/- 4.26%) was significantly lower than that for silver carp (10.5 +/- 4.85%) and bighead carp (10.1 +/- 3.96). In silver carp and bighead carp, there were no significant differences in ovulation ratios and mean PGSI values among different weight classes. Mean PGSI values were also similar among different weight classes of grass carp females. Ovulation ratios, however, were different among the three different weight classes in grass carp being the lowest in the small"" weight class and the highest in the ""large"" weight class. These results will provide guidelines for Chinese carp breeders to select optimal brood fish for ovulation induction and calculate their hatchery's larval production in advance.""",no
"Tan, J., T. Lin, Z. Gao, H. Dai, and X. Shi",2018,Modeling fish movement trajectories in relation to hydraulic response relationships in an experimental fishway,Water,10,11,1511,"This study developed an IBM (individual-based model) to model fish movement trajectories integrating hydraulic stimulus variables (turbulent kinetic energy (TKE), velocity (V) and strain rate (SR)) to which fish responded, and the rules for individual fish movement. The fish movement trajectories of the target fish, silver carp (Hypophthalmichthys molitrix), were applied to model fish trajectories in a 1% vertical slot fishway at a discharge of 13.5 L/s. Agreement between measured and simulated trajectories implied the plausibility of the movement rules, which illustrated that the fish movement trajectories model has the preliminary ability to track individual fish trajectories for this fishway.",no
"Teng, T., B. Xi, J. Xie, K. Chen, P. Xu, and L. Pan",2017,Molecular cloning and expression analysis of megalobrama amblycephala transferrin gene and effects of exposure to iron and infection with aeromonas hydrophila,Fish Physiology and Biochemistry,43,4,987-997,"Transferrin (Tf) plays an important function in iron homeostasis and metabolism of organisms. In this study, we identified and characterized the Tf gene in Megalobrama amblycephala and evaluated its expression in basal conditions as well as after iron overload and experimental infection with Aeromonas hydrophila. Furthermore, we studied the iron binding properties of recombinant Tf. The full-length M. amblycephala Tf complementary DNA (cDNA) (GenBank accession no.: KX698308) of 2245 bp was cloned and contained a 1953 bp open reading frame (ORF) encoding 650 amino acid residues and flanked by a 68 bp 5' and a 204 bp 3' untranslated regions (UTR). Predicted conservative structure illustrated that M. amblycephala Tf consisted of two conservative Tf domains. Amino acid sequence alignment revealed that M. amblycephala Tf had high similarity with that of cyprinids deposited in Genbank, and phylogenetic analysis showed that M. amblycephala Tf clustered with Ctenopharyngodon idella and Hypophthalmichthys molitrix. Tissue expression pattern analyses demonstrated that the liver was the main Tf mRNA expressing organ, being significantly higher than other tissues (p < 0.05). In the liver, Tf mRNA expression in fish artificially injected with the pathogenic bacteria A. hydrophila was significantly upregulated, reaching a peak at 12 h post injection (hpi) and then decreasing afterward. The expression in FeCl3-injected fish showed a similar tendency, but reached a peak at 8 hpi. Meanwhile, fish serum iron significantly decreased following A. hydrophila injection, but increased to peak at 4 hpi and then decreased in FeCl3-injected fish. The recombinant M. amblycephala Tf showed iron binding capacity using CAS analysis. These results are helpful to understand the structure and regulation of expression of Tf, as well as the specific function of Tf for both immune responses and iron homeostasis.",no
"Tillotson, N. A., M. J. Weber, and C. L. Pierce",2022,Zooplankton community dynamics along the bigheaded carp invasion front in the upper Mississippi river,Hydrobiologia,849,7,1659-1675,"Invasive Silver Hypophthalmichthys molitrix and Bighead Carp H. nobilis (collectively bigheaded carp) regularly alter zooplankton communities in lentic systems but dynamics in lotic systems are less understood. Here, we investigated trends in zooplankton communities, densities, and biomass in pools 14-20 of the Upper Mississippi River (UMR) across a gradient of bigheaded carp presence and relative abundance during 2016-2018. We explored the effects of bigheaded carp presence on zooplankton communities using non-metric multidimensional scaling (NMDS) and assessed taxa-specific relationships with bigheaded carp relative abundance using ordinary least-squares regression with an indicator variable for bigheaded carp presence. Zooplankton communities in the UMR were dominated by rotifers and crustacean zooplankton densities were low, making up only 2% of the community density. Zooplankton communities differed where bigheaded carp were present. Density and biomass of cladocerans and copepods were both reduced where bigheaded carp were present but copepods increased with bigheaded carp relative abundance. Ostracod biomass increased in the presence of bigheaded carp whereas rotifers declined with bigheaded carp relative abundance. Low crustacean zooplankton densities in the UMR may limit larval/juvenile fish growth and recruitment regardless of bigheaded carp, but further declines in the crustacean community due to expanding bigheaded carp populations are concerning.",no
"Tix, J. A., A. R. Cupp, J. R. Smerud, R. A. Erickson, K. T. Fredricks, J. J. Amberg, and C. D. Suski",2018,Temperature dependent effects of carbon dioxide on avoidance behaviors in bigheaded carps,Biological Invasions,20,11,3095-3105,"Effective behavioral deterrents are needed to prevent aquatic invasive species from entering novel ecosystems. One deterrent strategy that shows promise is elevated carbon dioxide (CO2) concentrations in water which can alter the behavior of freshwater fishes, including invasive bigheaded carps (Hypophthalmichthys spp.). However, few studies have evaluated behavioral responses to elevated CO2 concentrations at different water temperatures. The objective of this study was to quantify CO2 concentrations needed to achieve avoidance (voluntary response) and narcosis (involuntary response observed by loss of equilibrium) behaviors in silver carp (H. molitrix) and bighead carp (H. nobilis) at 5, 15, and 25 degrees C. Overall, silver carp and bighead carp displayed avoidance and narcosis behaviors to CO2 at each water temperature, however bighead carp responded at higher CO2 concentrations than silver carp. Behavioral avoidance and narcosis were observed at approximately 40% lower CO2 concentrations in 5 degrees C water relative to 25 degrees C suggesting considerable influence of water temperature on a CO2 stimulus for both species. Results indicate that fluctuating water temperature (e.g., spatial and temporal variation across management sites) can influence how fish respond to elevated CO2, and may usefully be considered when applying CO2 as a behavioral deterrent.",no
"Trindade, M. A., J. L. King, and A. M. Liceaga",2019,Production and evaluation of mexican-style chorizo sausage using invasive silver carp (Hypophthalmichthys molitrix) meat,Journal of Aquatic Food Product Technology,28,5,531-540,"In the United States, silver carp (Hypophthalmichthys molitrix) is classified as an invasive fish with no commercial value. The main objective of this study was to develop a Mexican-style fish chorizo sausage with silver carp meat. Four formulations (1) containing vinegar (Wet); (2) Wet plus canola oil (O) and cassava starch/soy protein isolate extenders (E); (3) dry seasoning with no vinegar (Dry); and 4) Dry plus OE were evaluated for physicochemical characteristics (proximate composition, pH value, color, cook loss, and textural hardness) and sensory acceptability using 9-point hedonic and just-about-right scales. The addition of OE did not increase (P > 0.05) physicochemical characteristics nor (P > 0.05) sensory acceptance of the chorizo. In contrast, use of DS increased (P > 0.05) the sensory acceptability. However, panelists indicated a saltiness"" perception in all four formulations. A fifth formulation was processed using DS without salt addition. Sensory acceptability increased for this new formulation (scores between 7, like moderately, and 8, like very much). In conclusion, it is possible to formulate a Mexican-style fish chorizo sausage using silver carp meat with DS and no salt. Fish chorizo has good physicochemical characteristics and sensory acceptance, demonstrating a good alternative use for this otherwise underutilized invasive fish species.""",no
"Turney, D. D., A. K. Fritts, B. C. Knights, J. M. Vallazza, D. S. Appel, and J. T. Lamer",2022,Hydrological and lock operation conditions associated with paddlefish and bigheaded carp dam passage on a large and small scale in the upper Mississippi river (pools 14–18),PeerJ,,,,"Movement and dispersal of migratory fish species is an important life-history characteristics that can be impeded by navigation dams. Although habitat fragmentation may be detrimental to native fish species, it might act as an effective and economical barrier for controlling the spread of invasive species in riverine systems. Various technologies have been proposed as potential fish deterrents at locks and dams to reduce bigheaded carp (i.e., silver carp and bighead carp (Hypophthalmichthys spp.)) range expansion in the Upper Mississippi River (UMR). Lock and Dam (LD) 15 is infrequently at open-river condition (spillway gates completely open; hydraulic head across the dam <0.4 m) and has been identified as a potential location for fish deterrent implementation. We used acoustic telemetry to evaluate paddlefish passage at UMR dams and to evaluate seasonal and diel movement of paddlefish and bigheaded carp relative to environmental conditions and lock operations at LD 15. We observed successful paddlefish passage at all dams, with the highest number of passages occurring at LDs 17 and 16. Paddlefish residency events in the downstream lock approach of LD 15 occurred more frequently and for longer durations than residency events of bigheaded carp. We documented upstream passages completed by two individual paddlefish through the lock chamber at LD 15, and a single bighead carp completed upstream passage through the lock chamber during two separate years of this study. We identified four bigheaded carp and 19 paddlefish that made upstream passages through the spillway gates at LD 15 during this study. The majority of the upstream passages through the spillway gates for both species occurred during open river conditions. When hydraulic head was approximately 1-m or greater, we observed these taxa opt for upstream passage through the lock chamber more often than the dam gates. In years with infrequent open-river condition, a deterrent placed in the downstream lock approach may assist in meeting the management goal of reducing upstream passage of bigheaded carps but could also potentially affect paddlefish residency and passage. Continued study to understand the effects of deterrents on native fish could be beneficial for implementing an integrated bigheaded carp control strategy. Understanding fish behavior at UMR dams is a critical information need for river managers as they evaluate potential tools or technologies to control upstream expansion of bigheaded carp in the UMR.",no
University of Illinois College of Agricultural Consumer and Environmental Sciences,2019,"Chicago water pollution may be keeping invasive silver carp out of Great Lakes, study says",Marine Pollution Bulletin,148,,218-218,"Invasive silver carp have been moving north toward the Great Lakes since their accidental release in the 1970s. The large filter-feeding fish, which are known to jump from the water and hit anglers, threaten aquatic food webs as well as the $7 billion Great Lakes fishery. But, for the past decade, the invading front has not moved past Kankakee. A new study, led by scientists at the University of Illinois, suggests that Chicago's water pollution may be a contributing to this lack of upstream movement. Cory Suski, associate professor in the Department of Natural Resources and Environmental Sciences and co-author of the study, de- scribes the water coming down from the Chicago Area Waterway as a toxic soup. However, a lot of those chemicals go away near Kankakee, nobody is quite sure why. They might degrade or settle out, or the Kankakee River might dilute them, but for whatever reason, there is a stark change in water quality at that point. The researchers think the fish stop at Kankakee because they are responding negatively to compounds in the water flowing downstream from Chicago. They formulated their hypothesis after reading a 2017 water quality report from the U.S. Geological Survey (USGS). USGS researchers tracked changes in water chemistry in a single pocket of water as it moved from Chicago downstream through the Illinois River. Right near Kankakee, many of the pharmaceuticals, volatile organic compounds, and wastewater indicators dropped off the charts. Suski says many of these compounds have been shown in other studies to induce avoidance behaviours in fish, but his team did not look at behaviour. Instead, they examined gene expression patterns in blood and liver samples from silver carp at three locations along the Illinois River: at Kankakee, approximately 10 miles downstream near Morris, and 153 miles downstream near Havana. They found large differences in gene expression patterns between the Kankakee fish and the two downstream populations. Fish near Kankakee were turning on genes associated with clearing out toxins and turning off genes related to DNA repair and protective measures. Basically, their livers were working overtime and detoxifying pathways were very active. This did not occur in either of the downstream po- pulations. Suski stresses that his study was not designed to demonstrate a cause-and-effect relationship between water pollution and silver carp movement, but the results hint at a compelling answer to a decade-old mystery. The researchers hope to follow up to show how the fish are metabolizing the pollutants, which will give them a better under- standing of which compounds are having the biggest effects. Regardless of which specific pollutants may be responsible for stopping silver carp, if that hypothesis is later proven, the results could have interesting implications for management.",no
"Vafaei, M., M. Naseri, E. Abedi, S. B. Seyedeh, A. Imani, and L. Torri",2020,Principal component analysis of time-related changes of some essential mineral contents of canned silver carp (<i>Hypophthalmichthys molitrix</i>) in different filling media,Biological Trace Element Research,193,1,261-270,"The kinetic reaction for changes in some essential mineral contents (iron, zinc, calcium, sodium, and copper) of silver carp canned in sunflower oil, soybean oil, olive oil, and brine as filling media was assessed after a short- (1 year) and long-term storage (3, 5, and 7 years). The mineral nutrition value of cans was also determined to take into account the changes in estimated daily intake (EDI) of elements during storage and then clustered by principal component analysis (PCA). Results revealed that the reduction of trace elements in brine was higher than in other filling media due to formation of insoluble metal hydroxide. No changes were detected in the mineral content of cans after 1-year storage in comparison to fresh cans, while the content and daily intake of zinc, iron, calcium, copper, and sodium were significantly decreased in all filling media after 3, 5, and 7 years of storage. The first-order reaction model was detected for reduction of mineral contents in filling medium. Post-storage daily intake of iron, sodium, calcium, zinc, and copper was 0.06 up to 0.18, 1.9 up to 9.7, 1.8 up to 9.1, 0.02 up to 0.10, and 0.004 up to 0.02 mg/day/person, respectively. Filling medium had significant effects on estimated daily intake of zinc, sodium, calcium, and copper in long-term sorted cans. PC1 and PC2 explained 93.7% of the total variance of the dataset, contributing 68.7 and 20.5%, respectively.",no
"Vafaei, M., M. Naseri, and A. Imani",2018,Long-term storage effect on some mineral elements of canned silver carp (Hypophthalmichthys molitrix) with reference to daily intake changes,Journal of Food Composition and Analysis,66,,116-120,"Essential mineral elements (Fe, Na, Ca, Zn and Cu) of canned silver carp (Hypophthalmichthys molitrix) under three different sterilization conditions were analyzed after long-term storage (7-yaers). The results showed, in cans stored for a long time, concomitant with increasing the heating regimes, the Cu content significantly increased, however, the other minerals had no similar change. After long-term storage, Zn and Ca concentration of samples processed at 120 degrees C and 130 degrees C were significantly lower than those of fresh cans processed at the same thermal conditions. Post-storage daily intake limits of studying minerals (mg/day/person/) were estimated as follows: Fe (0.05 up to 0.12), Na (2.55 up to 4.04), Ca (0.27 up to 0.61), Zn (0.03 up to 0.04) and Cu (0.006 up to 0.015). According to the results of this study, the daily Cu intake increased over storage time, vice versa Na intake in all heating regimes and Zn from samples processed at 120 degrees C and 130 degrees C were significantly decreased after long-term storage.",no
"Vallazza, J. M., K. J. Mosel, D. M. Reineke, A. L. Runstrom, J. H. Larson, and B. C. Knights",2021,Timing and hydrological conditions associated with bigheaded carp movement past navigation dams on the upper Mississippi river,Biological Invasions,23,11,3409-3425,"As the range of non-native bigheaded carps (Hypophthalmichthys spp.) continues to expand throughout river systems of the United States, managers are tasked with preventing or slowing the spread of these invasive species. Main stem navigation dams on the upper Mississippi River, long considered a deterrent to fish migration, may slow or prevent the spread of invasive fish species. As discharge increases, hydraulic head (i.e., difference between upstream elevation and downstream elevation) at these navigation dams decreases, which is believed to allow for easier fish passage. We used acoustic telemetry to investigate the occurrence, frequency, and timing of bigheaded carp passage of upper Mississippi River dams, along with factors related to successful dam passage. During 2013 through 2017, adult silver carp (H. molitrix), bighead carp (H. nobilis) and their hybrids (N = 358) were tracked throughout the upper Mississippi River. A total of 1078 dam passages by bigheaded carps (N = 158) were observed past 15 dams. Seventy-eight percent of dam passages occurred during April through July. Cox proportional hazards regression models indicated that both upstream and downstream dam passages by these species were strongly affected by hydraulic head height at the dam and water temperature, with dam passages increasing as hydraulic head decreased and water temperature increased. A few dams rarely experience low hydraulic head and passages of those dams by bigheaded carps were rare. This information can be used by managers to develop strategies (e.g., placement of deterrent technologies, targeted removal efforts) to slow the spread of these invasive species.",no
"Vetter, B. J., M. K. Brey, and A. F. Mensinger",2018,Reexamining the frequency range of hearing in silver (Hypophthalmichthys molitrix) and bighead (h. Nobilis) carp,PLoS One,13,3,,"Silver (Hypophthalmichthys molitrix) and bighead (H. nobilis) carp (collectively bigheaded carp) are invasive fish that threaten aquatic ecosystems in the upper Midwest United States and the Laurentian Great Lakes. Controlling bigheaded carp is a priority of fisheries managers and one area of focus involves developing acoustic deterrents to prevent upstream migration. For an acoustic deterrent to be effective however, the hearing ability of bigheaded carp must be characterized. A previous study showed that bigheaded carp detected sound up to 3 kHz but this range is narrower than what has been reported for other ostariophysans. Therefore, silver and bighead carp frequency detection was evaluated in response to 100 Hz to 9 kHz using auditory evoked potentials (AEPs). AEPs were recorded from 100 Hz to 5 kHz. The lowest thresholds were at 500 Hz for both species (silver carp threshold: 80.6 ± 3.29 dB re 1 μPa SPLrms, bighead carp threshold: 90.5 ± 5.75 dB re 1 μPa SPLrms; mean ± SD). These results provide fisheries managers with better insight on effective acoustic stimuli for deterrent systems, however, to fully determine bigheaded carp hearing abilities, these results need to be compared with behavioral assessments.",no
"Vetter, B. J., R. D. Calfee, and A. F. Mensinger",2017,Management implications of broadband sound in modulating wild silver carp (<i>Hypophthalmichthys molitrix</i>) behavior,Management of Biological Invasions,8,3,371-371–376,"Invasive silver carp (Hypophthalmichthys molitrix) dominate large regions of the Mississippi River drainage, outcompete native species, and are notorious for their prolific and unusual jumping behavior. High densities of juvenile and adult (~25 kg) carp are known to jump up to 3 m above the water surface in response to moving watercraft. Broadband sound recorded from an outboard motor (100 hp at 32 km/hr) can modulate their behavior in captivity; however, the response of wild silver carp to broadband sound has yet to be determined. In this experiment, broadband sound (0.06–10 kHz) elicited jumping behavior from silver carp in the Spoon River near Havana, IL independent of boat movement, indicating acoustic stimulus alone is sufficient to induce jumping. Furthermore, the number of jumping fish decreased with subsequent sound exposures. Understanding silver carp jumping is not only important from a behavioral standpoint, it is also critical to determine effective techniques for controlling this harmful species, such as herding fish into a net for removal.",no
"Vetter, B. J., A. F. Casper, and A. F. Mensinger",2017,Characterization and management implications of silver carp (Hypophthalmichthys molitrix) jumping behavior in response to motorized watercraft,Management of Biological Invasions,8,1,113-124,"Silver carp (Hypophthalmichthys molitrix), an invasive planktivorous fish species in North America, pose a threat to aquatic ecosystems throughout the Mississippi River Drainage. These fish are well known for their airborne leaps in response to passing watercraft, but the trigger for, and functional significance of jumping remains unknown. The behavior of wild silver carp responding to moving (16, 24, 32, and 40 km/hr) 6 m aluminum boats equipped with 4-stroke outboard motors (100 or 150 hp) was quantified. Experiments were conducted at three sites on the Illinois River near Havana, IL and most boat transits (57.9%) stimulated five or more fish to jump. The frequency of jumping (fish/min) was independent of speed and motor type and the vast majority of fish (> 90.0%) jumped after the boat had passed their position but avoided the area directly astern (< 4.0 m). Furthermore, 79.8% of fish vectored away from the moving watercraft. The results suggest that jumping direction is not random and fish can localize the stimulus source. The delayed"" jumping until after the boat had transited the area indicates that the trigger may be turbulence and/or higher sound pressure levels. This is the first study to model silver carp jumping in response to motorized watercraft and can aid fisheries managers in predicting the direction and location of airborne fish to develop effective herding and capture methods.""",no
"Vetter, B. J., K. A. Murchy, A. R. Cupp, J. J. Amberg, M. P. Gaikowski, and A. F. Mensinger",2017,Acoustic deterrence of bighead carp (Hypophthalmichthys nobilis) to a broadband sound stimulus,Journal of Great Lakes Research,43,1,163-171,"Recent studies have shown the potential of acoustic deterrents against invasive silver carp (Hypophthalmichthys molitrix). This study examined the phonotaxic response of the bighead carp (H. nobilis) to pure tones (500-2000 Hz) and playbacks of broadband sound from an underwater recording of a 100 hp outboard motor (0.06-10 kHz) in an outdoor concrete pond (10 x 5 x 1.2 m) at the U.S. Geological Survey Upper Midwest Environmental Science Center in La Crosse, WI. The number of consecutive times the fish reacted to sound from alternating locations at each end of the pond was assessed. Bighead carp were relatively indifferent to the pure tones with median consecutive responses ranging from 0 to 2 reactions away from the sound source. However, fish consistently exhibited significantly (P < 0.001) greater negative phonotaxis to the broadband sound (outboard motor recording) with an overall median response of 20 consecutive reactions during the 10 min trials. In over 50% of broadband sound tests, carp were still reacting to the stimulus at the end of the trial, implying that fish were not habituating to the sound. This study suggests that broadband sound may be an effective deterrent to bighead carp and provides a basis for conducting studies with wild fish. (C) 2016 International Association for Great Lakes Research. Published by Elsevier B.V. All rights reserved.",no
"Vetter, B. J., L. S. Rogers, and A. F. Mensinger",2019,The effect of light stimuli on dark‐adapted visual sensitivity in invasive silver carp Hypophthalmichthys molitrix and bighead carp h. Nobilis,Journal of Fish Biology,95,1,256-262,"Non‐physical barriers, including the use of underwater strobe lights alone or paired with sound or bubbles, are being considered as a means to prevent the upstream migration of invasive silver carp Hypophthalmichthys molitrix and bighead carp H. nobilis. To optimize potential optical deterrents, it is necessary to understand the visual sensitivity of the fishes. Dark‐adapted H. molitrix and H. nobilis were found to possess broad visual sensitivity between 470 to 620 nm with peak spectral sensitivity at 540 nm for H. molitrix and 560 nm in H. nobilis. To assess the effect of a strobe light on vision, dark‐adapted H. molitrix, H. nobilis and common carp Cyprinus carpio, were exposed to three different 5 s trains (100, 200, or 500 ms on–off flashes) of white light and the recovery of visual sensitivity was determined by measuring the b‐wave amplitude of the electroretinogram (ERG). For all species, the longest recoveries were observed in response to the 500 ms flash trains (H. molitrix mean ± SE = 702.0 ± 89.8 s; H. nobilis 648.0 ± 116.0 s; C. carpio 480 ± 180.0 s). The results suggest that strobe lights can temporarily depress visual sensitivity, which may render optical barriers less effective.",no
"Wamboldt, J. J., K. A. Murchy, J. C. Stanton, K. D. Blodgett, and M. K. Brey",2019,"Evaluation of an acoustic fish deterrent system in shallow water application at the emiquon preserve, lewistown, il",Management of Biological Invasions,10,3,536-536–558,"Expansion of non-native fish have caused ecological and economic damage and can negatively impact native fish populations. Current research on deterrent technologies for bighead Hypophthalmichthys nobilis and silver carp H. molitrix have primarily focused on reducing upstream movement in large river lock approaches. However, there is also interest in excluding carp from smaller-scale locations. A water control structure at Emiquon Preserve, Lewistown, Illinois, USA reconnected the Preserve’s wetland lakes to the Illinois River, and is a pinch point that site managers seek to deter immigration of non-native fishes without restricting native fish movement. One possible deterrent strategy that was evaluated within the water control structure in 2017 was the use of a 100 hp boat motor acoustic stimulus. Two underwater speakers were installed in each of two culverts to discourage fish movement though the water control structure. Fish passage was monitored using a series of passive integrated transponder (PIT) antennas in a confined study area. A combination of 176 fish consisting of seven different species (native and non-native) were implanted with PIT tags and relocated downstream of the water control structure. Over 2 days of periodic playback of the acoustic stimulus, 29% of tagged silver carp that were detected crossed though the active underwater speaker array. The acoustic treatment did not significantly reduce silver carp or native centrarchid passage through the culverts. However, numerous silver carp were observed jumping out of the acoustically active culvert at the onset of the stimulus. The acoustic stimulus, especially the frequencies to which silver carp are most sensitive to (< 2000 Hz), rapidly attenuated in the water control structure (water depth 0.55–0.38 m). Depth related attenuation observed in and around the water control structure may have reduced the efficacy of the acoustic fish deterrent system at this location.",no
